time;apts;hp;floors;groundArea;matter;value;x;y;temperature
4;1.3997528041310342E-70;0.04357712631434157;0.017234949535394985;1.5864254199854636E-70;2.4640468483199754E-70;0.10790247336304165;0.4210700421956887;0.6024386873513312;0.7497355888056156;
4;3.796138340862239E-45;0.03945275346149698;0.05519656050366705;0.1366942607249376;0.9999999999999944;0.01441849651475484;0.6435613699857613;0.5276257274714538;0.400221166036572;
4;0.48425300191791365;0.11638998191947138;0.1818590696766697;0.46870821144475083;0.49989059665994184;0.45733435838286973;0.5351809743182481;0.5590473512740419;0.8786494530075503;
4;0.3183241341509644;0.05845048777899125;0.07742967072340959;0.37551107760887037;0.9999999999999944;0.2116803873753539;0.5357577100528934;0.7427669799821237;0.7346897098817223;
4;4.575507255834495E-79;0.04383411396142049;0.019166787709988607;1.0000575684677948E-78;1.978133680448136E-78;0.0239190371535994;0.5220104776609391;0.5031497466189846;0.37051170592508165;
4;0.03586979886240885;0.07464566236118611;0.20471207564574542;0.17724869356160228;0.4628284781829378;0.13933918060801712;0.3107584439515863;0.425922560788653;0.7124580702767207;
4;0.05532241833173497;0.06418173572620699;0.15508473508993012;0.19249248358449872;0.750273743211015;0.22065910990670365;0.42479607008245485;0.5260234578817786;0.9444763213620967;
5;0.8088871826160502;0.18268003056721294;0.280616222039824;0.8178344471309476;0.7151592808883382;0.4544298464680468;0.47542310678006006;0.2910574021561823;0.5708119296159601;
5;0.6666666666666612;0.13759194008917652;0.23270403521959812;0.7388917458540867;0.8750346874440936;0.20042744438862672;0.41000066014694225;0.3022485955658592;0.41664354170393775;
5;0.8746971720442795;0.14221431840089996;0.18111622012624728;0.8456215630158246;0.8129242322519848;0.7724604256092886;0.590121196416032;0.3857322779679153;0.9170033285073326;
5;1.069982193123254E-45;0.04679424051887354;0.07589823141072226;0.06658597537966031;0.6999978857694471;0.005392399294342899;0.2318962731551432;0.3453378410980608;0.4000682439014251;
5;0.033270508530386614;0.06243244611429111;0.11082880730277837;0.07966611708506334;0.25191710646722004;0.06724901143370261;0.2490082223384755;0.43396687773539894;0.49897842879620374;
5;0.033026882489511536;0.05730060824247862;0.089579377323038;0.06026984113087417;0.14962338484051604;0.14629092720494918;0.3385431529530028;0.5491303017263098;0.832496781657892;
5;0.24986536395696754;0.17991558797746213;0.4822848530124779;0.336769492340933;0.6878011304832123;0.03371631940092111;0.7603678983009906;0.6572375668865266;0.25015076334328495;
5;0.12050268075965535;0.0620722493873448;0.10890337016308314;0.17088347561268621;0.5182042270953131;0.2595066273388346;0.39071267369207474;0.48325440750013093;0.9597566599583698;
5;0.41670570530177325;0.2419766181141277;0.6379082335634272;0.5152588951355243;0.5000000000000056;1.3661833522860245E-35;0.705588719000547;0.6711014343819619;7.932329337783969E-35;
5;0.28563635377255087;0.19847470039752624;0.6054437332607101;0.4348542020091484;0.5000000000000056;0.009007484948746775;0.5114080645017098;0.5547916276370551;0.0953072976420996;
5;0.08993890249305832;0.1258167159869347;0.4533801369801085;0.31619592072283664;0.5961134369827575;0.06614370514675841;0.5348348329298096;0.39832646065137706;0.46132299077413985;
5;1.818838732071187E-62;0.044567472782793896;0.07886429189815057;0.10709838390334345;0.9285592330662157;0.01028829693897389;0.5139074294180621;0.5087242725909785;0.38109034681232345;
5;0.19092359043727872;0.06742185279831468;0.19163830699525194;0.3018802769275857;0.9287358429338186;0.1647177638578766;0.5337265280934733;0.6797962275255707;0.7140575334744792;
5;0.3593095636667388;0.06032606793372582;0.10070619947759939;0.3880241829626034;0.9999999999999944;0.15342907744433398;0.6077693106925935;0.8933540936934957;0.6406904363332611;
5;0.5000027974362988;0.0848554745972905;0.16667283841740954;0.5046546566739092;0.8333867832266385;0.47005206775005226;0.6044531303823588;0.5120952183629255;0.9445243667351987;
5;0.9443260218490048;0.21725021568557146;0.3393871180321138;0.9249216008590491;0.6666387075664854;0.7972086094743815;0.4895758779163514;0.29761173297183785;0.8333670062215649;
5;0.41639250140217116;0.09807507032802967;0.11184921590702424;0.40971360752933783;0.3767304131367726;0.2432749596155905;0.5483948184879315;0.4283832874409118;0.47125091792083296;
5;4.2136144706746165E-44;0.043120618222815224;0.013803268019783425;4.74837751246591E-44;7.428923504837675E-44;1.2283241915566532E-44;0.642803951500354;0.3217128479609303;0.13336082131882557;
5;0.4001221799640546;0.26420739953071093;0.7377629110300669;0.45563519138688796;0.5000000000000056;0.044960101302531925;0.7204782262800606;0.6398834439218413;0.19962360918312172;
5;0.3333333333333306;0.27982627266550775;0.8621056455358745;0.37777334560885945;0.5000000000000056;0.11259704012722443;0.5624640996481484;0.5641083873476209;0.4999556783108186;
5;0.7777168871670113;0.08409142110370392;0.09194628913337148;0.772173941580719;0.9999999999999944;0.6966737860245299;0.6499904583705778;0.4517715048257034;0.9444827946548612;
5;0.16633429293508242;0.12510802234781082;0.32049933541406855;0.27316275661869927;0.7000337760808656;0.007240122530915918;0.5479735431390944;0.6113257093909082;0.20058224558211582;
5;0.13319301273194162;0.11280319507484553;0.29646639377500533;0.3020117471697325;0.3998418944830948;0.01261311839771036;0.1886923531176546;0.44465226047888873;0.26672095054630957;
5;1.3997528041310342E-70;0.04357712631434157;0.017234949535394985;1.5864254199854636E-70;2.4640468483199754E-70;0.10790247336304165;0.4210700421956887;0.6024386873513312;0.7497355888056156;
5;3.796138340862239E-45;0.03945275346149698;0.05519656050366705;0.1366942607249376;0.9999999999999944;0.01441849651475484;0.6435613699857613;0.5276257274714538;0.400221166036572;
5;0.48425300191791365;0.11638998191947138;0.1818590696766697;0.46870821144475083;0.49989059665994184;0.45733435838286973;0.5351809743182481;0.5590473512740419;0.8786494530075503;
5;0.3183241341509644;0.05845048777899125;0.07742967072340959;0.37551107760887037;0.9999999999999944;0.2116803873753539;0.5357577100528934;0.7427669799821237;0.7346897098817223;
5;4.575507255834495E-79;0.04383411396142049;0.019166787709988607;1.0000575684677948E-78;1.978133680448136E-78;0.0239190371535994;0.5220104776609391;0.5031497466189846;0.37051170592508165;
5;0.03586979886240885;0.07464566236118611;0.20471207564574542;0.17724869356160228;0.4628284781829378;0.13933918060801712;0.3107584439515863;0.425922560788653;0.7124580702767207;
5;0.05532241833173497;0.06418173572620699;0.15508473508993012;0.19249248358449872;0.750273743211015;0.22065910990670365;0.42479607008245485;0.5260234578817786;0.9444763213620967;
6;0.8088871826160502;0.18268003056721294;0.280616222039824;0.8178344471309476;0.7151592808883382;0.4544298464680468;0.47542310678006006;0.2910574021561823;0.5708119296159601;
6;0.6666666666666612;0.13759194008917652;0.23270403521959812;0.7388917458540867;0.8750346874440936;0.20042744438862672;0.41000066014694225;0.3022485955658592;0.41664354170393775;
6;0.8746971720442795;0.14221431840089996;0.18111622012624728;0.8456215630158246;0.8129242322519848;0.7724604256092886;0.590121196416032;0.3857322779679153;0.9170033285073326;
6;1.069982193123254E-45;0.04679424051887354;0.07589823141072226;0.06658597537966031;0.6999978857694471;0.005392399294342899;0.2318962731551432;0.3453378410980608;0.4000682439014251;
6;0.033270508530386614;0.06243244611429111;0.11082880730277837;0.07966611708506334;0.25191710646722004;0.06724901143370261;0.2490082223384755;0.43396687773539894;0.49897842879620374;
6;0.033026882489511536;0.05730060824247862;0.089579377323038;0.06026984113087417;0.14962338484051604;0.14629092720494918;0.3385431529530028;0.5491303017263098;0.832496781657892;
6;0.24986536395696754;0.17991558797746213;0.4822848530124779;0.336769492340933;0.6878011304832123;0.03371631940092111;0.7603678983009906;0.6572375668865266;0.25015076334328495;
6;0.12050268075965535;0.0620722493873448;0.10890337016308314;0.17088347561268621;0.5182042270953131;0.2595066273388346;0.39071267369207474;0.48325440750013093;0.9597566599583698;
6;0.41670570530177325;0.2419766181141277;0.6379082335634272;0.5152588951355243;0.5000000000000056;1.3661833522860245E-35;0.705588719000547;0.6711014343819619;7.932329337783969E-35;
6;0.28563635377255087;0.19847470039752624;0.6054437332607101;0.4348542020091484;0.5000000000000056;0.009007484948746775;0.5114080645017098;0.5547916276370551;0.0953072976420996;
6;0.08993890249305832;0.1258167159869347;0.4533801369801085;0.31619592072283664;0.5961134369827575;0.06614370514675841;0.5348348329298096;0.39832646065137706;0.46132299077413985;
6;1.818838732071187E-62;0.044567472782793896;0.07886429189815057;0.10709838390334345;0.9285592330662157;0.01028829693897389;0.5139074294180621;0.5087242725909785;0.38109034681232345;
6;0.19092359043727872;0.06742185279831468;0.19163830699525194;0.3018802769275857;0.9287358429338186;0.1647177638578766;0.5337265280934733;0.6797962275255707;0.7140575334744792;
6;0.3593095636667388;0.06032606793372582;0.10070619947759939;0.3880241829626034;0.9999999999999944;0.15342907744433398;0.6077693106925935;0.8933540936934957;0.6406904363332611;
6;0.5000027974362988;0.0848554745972905;0.16667283841740954;0.5046546566739092;0.8333867832266385;0.47005206775005226;0.6044531303823588;0.5120952183629255;0.9445243667351987;
6;0.9443260218490048;0.21725021568557146;0.3393871180321138;0.9249216008590491;0.6666387075664854;0.7972086094743815;0.4895758779163514;0.29761173297183785;0.8333670062215649;
6;0.41639250140217116;0.09807507032802967;0.11184921590702424;0.40971360752933783;0.3767304131367726;0.2432749596155905;0.5483948184879315;0.4283832874409118;0.47125091792083296;
6;4.2136144706746165E-44;0.043120618222815224;0.013803268019783425;4.74837751246591E-44;7.428923504837675E-44;1.2283241915566532E-44;0.642803951500354;0.3217128479609303;0.13336082131882557;
6;0.4001221799640546;0.26420739953071093;0.7377629110300669;0.45563519138688796;0.5000000000000056;0.044960101302531925;0.7204782262800606;0.6398834439218413;0.19962360918312172;
6;0.3333333333333306;0.27982627266550775;0.8621056455358745;0.37777334560885945;0.5000000000000056;0.11259704012722443;0.5624640996481484;0.5641083873476209;0.4999556783108186;
6;0.7777168871670113;0.08409142110370392;0.09194628913337148;0.772173941580719;0.9999999999999944;0.6966737860245299;0.6499904583705778;0.4517715048257034;0.9444827946548612;
6;0.16633429293508242;0.12510802234781082;0.32049933541406855;0.27316275661869927;0.7000337760808656;0.007240122530915918;0.5479735431390944;0.6113257093909082;0.20058224558211582;
6;0.13319301273194162;0.11280319507484553;0.29646639377500533;0.3020117471697325;0.3998418944830948;0.01261311839771036;0.1886923531176546;0.44465226047888873;0.26672095054630957;
6;1.3997528041310342E-70;0.04357712631434157;0.017234949535394985;1.5864254199854636E-70;2.4640468483199754E-70;0.10790247336304165;0.4210700421956887;0.6024386873513312;0.7497355888056156;
6;3.796138340862239E-45;0.03945275346149698;0.05519656050366705;0.1366942607249376;0.9999999999999944;0.01441849651475484;0.6435613699857613;0.5276257274714538;0.400221166036572;
6;0.48425300191791365;0.11638998191947138;0.1818590696766697;0.46870821144475083;0.49989059665994184;0.45733435838286973;0.5351809743182481;0.5590473512740419;0.8786494530075503;
6;0.3183241341509644;0.05845048777899125;0.07742967072340959;0.37551107760887037;0.9999999999999944;0.2116803873753539;0.5357577100528934;0.7427669799821237;0.7346897098817223;
6;4.575507255834495E-79;0.04383411396142049;0.019166787709988607;1.0000575684677948E-78;1.978133680448136E-78;0.0239190371535994;0.5220104776609391;0.5031497466189846;0.37051170592508165;
6;0.03586979886240885;0.07464566236118611;0.20471207564574542;0.17724869356160228;0.4628284781829378;0.13933918060801712;0.3107584439515863;0.425922560788653;0.7124580702767207;
6;0.05532241833173497;0.06418173572620699;0.15508473508993012;0.19249248358449872;0.750273743211015;0.22065910990670365;0.42479607008245485;0.5260234578817786;0.9444763213620967;
